5.000000000000000278e-02 1.041944322018033109e+00
6.000000000000000472e-02 1.051222435148540191e+00
7.000000000000000666e-02 1.060460892385369114e+00
8.000000000000001554e-02 1.069483053699044950e+00
9.000000000000001055e-02 1.077824941642356649e+00
1.000000000000000056e-01 1.086218340628348322e+00
1.100000000000000144e-01 1.094570653430500862e+00
1.200000000000000094e-01 1.102740283291496759e+00
1.300000000000000044e-01 1.111140661267623786e+00
1.400000000000000133e-01 1.119432012396506915e+00
1.500000000000000222e-01 1.127681036224863931e+00
1.600000000000000311e-01 1.135996540364186291e+00
1.700000000000000400e-01 1.144557396430951446e+00
1.800000000000000488e-01 1.153100908090371135e+00
1.900000000000000022e-01 1.161411678602214614e+00
2.000000000000000111e-01 1.170353168199197214e+00
2.100000000000000200e-01 1.179511064954160915e+00
2.200000000000000289e-01 1.189246413900650445e+00
2.300000000000000377e-01 1.199827858794457303e+00
2.400000000000000466e-01 1.211452164900764794e+00
2.500000000000000555e-01 1.223008045276654743e+00
2.600000000000000644e-01 1.235254466432685438e+00
2.700000000000000178e-01 1.248826607223052942e+00
2.800000000000000266e-01 1.263557963383326932e+00
2.900000000000000355e-01 1.277780628843695698e+00
3.000000000000000444e-01 1.295245581845729133e+00
3.100000000000000533e-01 1.315802105379193510e+00
3.200000000000000622e-01 1.344130476281194086e+00
3.300000000000000155e-01 1.390717806382977040e+00
3.400000000000000244e-01 1.472837838959308199e+00
3.500000000000000333e-01 1.560112621223444851e+00
3.600000000000000422e-01 1.627553104538440598e+00
3.700000000000000511e-01 1.699448502092126612e+00
3.800000000000000600e-01 1.767719417140745541e+00
3.900000000000000688e-01 1.826656432551925668e+00
4.000000000000000777e-01 1.874395068535294140e+00
4.100000000000000866e-01 1.921649736398191477e+00
4.200000000000000400e-01 1.961432519040640976e+00
4.300000000000000488e-01 1.995694728311158572e+00
4.400000000000000577e-01 2.021937949107949439e+00
4.500000000000000666e-01 2.041582361993740324e+00
4.600000000000000755e-01 2.059291525368207587e+00
4.700000000000000844e-01 2.074481977737207217e+00
4.800000000000000933e-01 2.091559708182067379e+00
4.900000000000000466e-01 2.102681775245736961e+00
5.000000000000001110e-01 2.110354690332212346e+00
5.100000000000001199e-01 2.115912908650327218e+00
5.200000000000001288e-01 2.122158024588226333e+00
5.300000000000001377e-01 2.131784531191895038e+00
5.400000000000001465e-01 2.135245934240144638e+00
5.500000000000001554e-01 2.142227651105754749e+00
5.600000000000001643e-01 2.148514528705539384e+00
5.700000000000001732e-01 2.153458711723606811e+00
5.800000000000001821e-01 2.160602095162432956e+00
5.900000000000001910e-01 2.155940099792438946e+00
6.000000000000001998e-01 2.155745583930000375e+00
6.100000000000000977e-01 2.154896963825363443e+00
6.200000000000001066e-01 2.153166620201520054e+00
6.300000000000001155e-01 2.145099311652903573e+00
6.400000000000001243e-01 2.132496781313590439e+00
6.500000000000001332e-01 2.125722740142535372e+00
6.600000000000001421e-01 2.108881674757669522e+00
6.700000000000001510e-01 2.076565400029255049e+00
6.800000000000001599e-01 2.060758622697153708e+00
6.900000000000001688e-01 2.038236393790256784e+00
7.000000000000001776e-01 2.015318681386018440e+00
7.100000000000001865e-01 1.991374448485790261e+00
7.200000000000001954e-01 1.965954282766541050e+00
7.300000000000002043e-01 1.931428182616463207e+00
7.400000000000002132e-01 1.891849220793361708e+00
7.500000000000002220e-01 1.858323509422878939e+00
7.600000000000002309e-01 1.820196695126477415e+00
7.700000000000002398e-01 1.779642658084849227e+00
7.800000000000001377e-01 1.740736536773519472e+00
7.900000000000001465e-01 1.709550336331971732e+00
8.000000000000001554e-01 1.679396853084573982e+00
8.100000000000001643e-01 1.646335409627072366e+00
8.200000000000001732e-01 1.608659327845353371e+00
8.300000000000001821e-01 1.565632080416302641e+00
8.400000000000001910e-01 1.511119655683807794e+00
8.500000000000001998e-01 1.451072868018389306e+00
8.600000000000002087e-01 1.396695231539499593e+00
8.700000000000002176e-01 1.316589286179391305e+00
8.800000000000002265e-01 1.248021766981577851e+00
8.900000000000002354e-01 1.164116588504647609e+00
9.000000000000002442e-01 1.072441959596198924e+00
9.100000000000002531e-01 9.505582390761152523e-01
9.200000000000002620e-01 8.529667477949460785e-01
9.300000000000001599e-01 7.739151617850960063e-01
9.400000000000001688e-01 6.677001593249016764e-01
9.500000000000001776e-01 5.262727402265399146e-01
9.600000000000001865e-01 4.639553480977216537e-01
9.700000000000001954e-01 4.195325779993350768e-01
9.800000000000002043e-01 3.259933056179483701e-01
9.900000000000002132e-01 2.108094523059488856e-01
